ID,NPC,CODIGO,ORIGINAL,TIPO DECOMPONENTE,TIPO DE COMPONENTE GENERAL,MARCA,MARCA REFACCION,PROVEEDOR,DESCRIPCION,PRECIODE LISTA
415,39005C,8264,,BOBINA,SISTEMA DE ENCENDIDO,CHRYSLER,INJEKTION,CIOSA, STRATUS. NEON 2.0 L 95-96 CARAVAN%%% VOYAGUER 2.4L 96-97,385.73
416,39006C,2945,,BOBINA,SISTEMA DE ENCENDIDO,CHRYSLER,INJEKTION,CIOSA,SHADOW%%%SPIRIT%%% LEBARON  V6 3.0 L 90-95 CARAVAN%%% VOYAGUER 3.0L 90-00,131.48
417,39007C,14240,,BOBINA,SISTEMA DE ENCENDIDO,CHRYSLER,INJEKTION,CIOSA,VOYAGUER%%% CARAVAN%%% TOWN & COUNTRY 01-09  PACIFICA 05-08 JEEP WRANGLER 3.8L 07-09,599.95
418,39008C,8252,,BOBINA,SISTEMA DE ENCENDIDO,CHRYSLER,INJEKTION,CIOSA,DAKOTA DURANGO PICK UP RAM CHARGER 98-03 JEEP CHEROKEE 98-00 WRANGLER 98-02,143.97
419,39009C,11624,,BOBINA,SISTEMA DE ENCENDIDO,CHRYSLER,INJEKTION,CIOSA,CONCORDE. INTREPID. LHS  3.3L%%% 3.5L 93-97 VOYAGUER%%%CARAVAN 3.3L 90-98,548.99
420,39010C,14231,,BOBINA,SISTEMA DE ENCENDIDO,CHRYSLER,INJEKTION,CIOSA,NEON 95-02 SRATUS 96-05 CARAVAN 97-03 VOYAGUER 00-03 PT CRUISER 01-03,391.78
421,39011C,2947,,BOBINA,SISTEMA DE ENCENDIDO,CHRYSLER,INJEKTION,CIOSA,SHADOW%%% SPIRIT%%% VOYAGER%%% CARAVAN 91-95 JEEP WRANGLER%%% CHEROKEE 91-97,132.55
422,39012C,11751,,BOBINA,SISTEMA DE ENCENDIDO,CHRYSLER,INJEKTION,CIOSA,LIBERTY 3.7L 02-08 GRAND CHEROKEE 4.7L 99-08 DAKOTA%%%DURANGO 04-08 RAM 02-08,247.01
423,39013C,BOBFD011,,BOBINA,SISTEMA DE ENCENDIDO,FORD,INJEKTION,CIOSA,EXPEDITION%%% EXPLORER%%% PICK UP LOBO%%% MUSTANG%%% NAVIGATOR 08-10,156.53
424,39014C,8266,,BOBINA,SISTEMA DE ENCENDIDO,FORD,INJEKTION,CIOSA,EXPLORER 91-09 AEROSTAR 90-97 RANGER 90-09 MUSTANG 05-09 MAZDA PICK UP 94-09,519.78
425,39015C,8268,,BOBINA,SISTEMA DE ENCENDIDO,FORD,INJEKTION,CIOSA,WINDSTAR 95-00 PICK UPS 6 CIL 98-00 CONTOUR 95-00 RANGER 99-00 MUSTANG V6 94-00,541.73
426,39016C,11768,,BOBINA,SISTEMA DE ENCENDIDO,FORD,INJEKTION,CIOSA,WINDSTAR 01-03 FREESTAR 04-07 PICK UPS 6CIL 01-08 VANS 01-03 RANGER 01-08,482.16
427,39017C,12673,,BOBINA,SISTEMA DE ENCENDIDO,FORD,INJEKTION,CIOSA,ESCAPE 01-08 FIVE HUNDRED%%% FREE STYLE 05-07 SABLE%%%TAURUS 00-04,168.55
428,39018C,5242,,BOBINA,SISTEMA DE ENCENDIDO,FORD,INJEKTION,CIOSA,CONTOUR MYSTIQUE 95-99 ESCORT 91-03 RANGER 88-01 MARQUIS 91-97 ESCORT ZX2 98-03,321.61
429,39019C,8270,,BOBINA,SISTEMA DE ENCENDIDO,FORD,INJEKTION,CIOSA,PICK UPS SERIES F VANS 97-09 MUSTANG 99-04 EXPLORER 02-06 EXPEDITION 97-04,153.79
430,39020C,10318,,BOBINA,SISTEMA DE ENCENDIDO,FORD,INJEKTION,CIOSA,CONTOUR MYSTIQUE 99-00 FOCUS 2.0L 00-04 ESCAPE 01-04 MOTOR ZETEC,271.68
431,39021C,13481,,BOBINA,SISTEMA DE ENCENDIDO,GM ,INJEKTION,CIOSA,CHEYENNE%%% PICK UPS 96-07 S10 BLAZER 96-05 SUBURBAN%%% TAHOE 96-00 ASTRO 96-05 SIN MODULO,151.67
432,39022C,2937,,BOBINA,SISTEMA DE ENCENDIDO,GM ,INJEKTION,CIOSA,PICK UP 78-84 CADILLAC 80-93 MALIBU 78-83 BLAZER SUBURBAN TAHOE 78-81,149.17
433,39023C,11433,,BOBINA,SISTEMA DE ENCENDIDO,GM ,INJEKTION,CIOSA,TRAILBLAZER%%% ENVOY 02-05 COLORADO%%% CANYON 04-06,466.74
434,39024C,8902,,BOBINA,SISTEMA DE ENCENDIDO,GM ,INJEKTION,CIOSA,CHEVY%%% MONZA 94-99 SUMBIRD 92-93 CUADRADA,568.37
435,39025C,2942,,BOBINA,SISTEMA DE ENCENDIDO,GM ,INJEKTION,CIOSA,CAVALIER%%% SUNFIRE 95-02 MALIBU 97-99 GRAND AM 88-01,148.56
436,39026C,11767,1104039,BOBINA,SISTEMA DE ENCENDIDO,GM ,INJEKTION,CIOSA,TORNADO 03-07 LUV 96 TRACKER 98,328.29
437,39027C,5276,,BOBINA,SISTEMA DE ENCENDIDO,GM ,INJEKTION,CIOSA,CHEVY MONZA 00-09 ISUZU RODEO 98-03 AMIGO 98-00 4 PINES,456.31
438,39028C,2940,,BOBINA,SISTEMA DE ENCENDIDO,GM ,INJEKTION,CIOSA,ASTRO CAMARO SAFARI S15 JIMMY S15 PICKUP SUBURBAN PICK UPS TAHOE YUKON 85-95,147.89
439,39029C,2941,,BOBINA,SISTEMA DE ENCENDIDO,GM ,INJEKTION,CIOSA,CAVALIER 87-02 CENTURY 86-05 MALIBU 97-03 VENTURE 97-05 S10 S15 PICK UP 94-03,158.57
440,39030C,34596,,BOBINA,SISTEMA DE ENCENDIDO,HONDA,INJEKTION,CIOSA,ACCORD 90-02 CIVIC 92-00 CR-V 97-01 ACURA EL 97-01 ACURA INTEGRA 92-01  ,166.08
441,39031C,11625,,BOBINA,SISTEMA DE ENCENDIDO,NISSAN,INJEKTION,CIOSA,SENTRA 91-95 ALTIMA 93-96 240SX 91-94 PULSAR 91-93,168.86
442,39032C,BOBNS014,,BOBINA,SISTEMA DE ENCENDIDO,NISSAN,INJEKTION,CIOSA,SENTRA%%% TIDA 2.5L  07-09 XTRAIL 2.5L 08-09,338.31
443,39033C,11787,,BOBINA,SISTEMA DE ENCENDIDO,NISSAN,INJEKTION,CIOSA,FRONTIER%%% XTERRA 05-09 ALTIMA 02-06 MAXIMA 02-08 ARMADA 05-06 MURANO 03-07 PATHFINDER 03-09,365.96
444,39034C,2943,,BOBINA,SISTEMA DE ENCENDIDO,NISSAN,INJEKTION,CIOSA,PATHFINDER 87-89%%% MAXIMA 87-88 PICK UP D21 86-89 ,169.15
445,39035C,2948,,BOBINA,SISTEMA DE ENCENDIDO,NISSAN,INJEKTION,CIOSA,TSURU III PICK UP D21 90-96 VILLAGER 93-98 PATHFINDER 90-95 MAXIMA%%% SENTRA 89-94,153.79
446,39036C,34593,,BOBINA,SISTEMA DE ENCENDIDO,NISSAN,INJEKTION,CIOSA,SENTRA 1.8L 00-01 ,360.92
447,39037C,12960,,BOBINA,SISTEMA DE ENCENDIDO,NISSAN,INJEKTION,CIOSA,SENTRA %%% ALTIMA 2.0L  02-06 X-TRAIL  2.5L 02-07,352.06
448,39038C,9449,22433-F4302 / CM1T-227,BOBINA,SISTEMA DE ENCENDIDO,NISSAN,INJEKTION,CIOSA,TSURU III 97-06 16 VALVULAS CM1T-227 TSUBAME 95-05 SENTRA 96-00,119.9
449,39039C,9920,7700875000,BOBINA,SISTEMA DE ENCENDIDO,NISSAN,INJEKTION,CIOSA,PLATINA 02-08 RENAULT CLIO MEGANE SCENIC 02-08 KANGOO 04-09,191.21
450,39040C,8260,377905105D,BOBINA,SISTEMA DE ENCENDIDO,VW/AUDI/SEAT,INJEKTION,CIOSA, POINTER%%% POINTER PICK UP 1.8L 98-06,159.92
451,39041C,11575,,BOBINA,SISTEMA DE ENCENDIDO,VW/AUDI/SEAT,INJEKTION,CIOSA, JETTA A4 2.0L  SEAT  CORDOBA%%% TOLEDO 2.0 L  TORRES DISPAREJAS,550.54
452,39042C,2934,,BOBINA,SISTEMA DE ENCENDIDO,VW/AUDI/SEAT,INJEKTION,CIOSA, JETTA A3%%% SEDAN C/CABLE Y MODULO TIPO PRESTOLITE TRN-104B 92-95,299.88
453,39043C,8539,,BOBINA,SISTEMA DE ENCENDIDO,VW/AUDI/SEAT,INJEKTION,CIOSA,SEDAN 96-03 JETTA GOLF 1.8L 96-99 DERBY 95-06 EUROVAN 02-03 PASSAT 95-96,274.72
454,39044C,11626,,BOBINA,SISTEMA DE ENCENDIDO,VW/AUDI/SEAT,INJEKTION,CIOSA,JETTA A4%%% BEETLE 1.8L 01-05 GOLF 00-05 PASSAT 02-06 SEAT 1.8L AUDI A4 01-06  TT 01-06,304.47
455,37343C,4904,,VALVULA IAC,VALVULAS,CHRYSLER,INJEKTION,CIOSA,SPIRIT%%% SHADOW 89-95 LEBARON 86-95 STRATUS 95-97 CARAVAN 88-97 DAKOTA 89-96,115.17
456,37344C,4905,,VALVULA IAC,VALVULAS,CHRYSLER,INJEKTION,CIOSA,DAKOTA%%% RAM CHARGER%%% RAM PICK UP 92-03 DURANGO 98-03 GRAND CHEROKEE 93-98 ,115.56
457,37345C,13578,,VALVULA IAC,VALVULAS,CHRYSLER,INJEKTION,CIOSA,VOYAGER%%% CARAVAN 98-02 STRATUS 98-00 ,139.82
458,37346C,11302,,VALVULA IAC,VALVULAS,CHRYSLER,INJEKTION,CIOSA,DAKOTA 99-02 JEEP CHEROKEE 98-01 WRANGLER%%% GRAND CHEROKEE 98-04,165.09
459,37342C,4929,,VALVULA IAC,VALVULAS,GM,INJEKTION,CIOSA,CAVALIER%%% SUNFIRE 96-02 PICK UP S10%%% S15 98-03 MALIBU 97-99,139.93
460,37347C,4927,,VALVULA IAC,VALVULAS,GM,INJEKTION,CIOSA,CAVALIER  2.2L Y 2.4L 93-97 PICK UP S-10 Y S-15 94-97 SUNFIRE 95-97 ISUZU HOMBRE 96-97,114.58
461,37348C,13573,,VALVULA IAC,VALVULAS,GM,INJEKTION,CIOSA,PICK UPS SILVERADO %%% VAN EXPRESS 96-07 ASTRO%%%SAFARI 96-04 SUBURBAN%%%YUKON 96-00,134.17
462,37349C,4924,,VALVULA IAC,VALVULAS,GM,INJEKTION,CIOSA, CAVALIER%%% CUTLASS 87-94 CAMARO 87-95 MALIBU 97-03 VENTURE 97-05 GRAND AM 94-05,113.9
463,37350C,4925,,VALVULA IAC,VALVULAS,GM,INJEKTION,CIOSA, CHEVY 1.6L 97-2001  PICKUP S-10 Y S-15 87-93 ASTRO%%% GRAND AM 87-93 ,114.78
464,37351C,4930,,VALVULA IAC,VALVULAS,GM,INJEKTION,CIOSA, CHEVY 94-01 BLAZER%%% JIMMY%%% PICKUP S-10%%% ASTRO 1992  ,115.9
465,37352C,4923,,VALVULA IAC,VALVULAS,GM,INJEKTION,CIOSA,PICK UPS%%% VANS TBI 85-96 CAMARO%%% ASTRO 85-92 ,127.32
466,39265C,39264,,SENSOR MAF,SENSORES,NISSAN,INJEKTION,CIOSA,SENSOR MAF NISSAN SENTRA 03-06 1.8L CON RESISTENCIA TERMICA,572.52
467,39266C,11932,,SENSOR MAF,SENSORES,NISSAN,INJEKTION,CIOSA,SENSOR MAF NISSAN SENTRA 1.8L 02-03 SIN RESISTENCIA,566.61
468,39969C,11525,50102602Y,INYECTOR,INYECTORES DE GASOLINA,NISSAN,INJEKTION,CIOSA,INYECTOR NISSAN PLATINA RENAULT CLIO 1.6 01-05,466
469,39968C,12245,50100802Y,INYECTOR,INYECTORES DE GASOLINA,VW/AUDI/SEAT,INJEKTION,CIOSA,INYECTOR VW POINTER%%% PICK UP 1.6%%% 1.8L 98-,395.4
470,36089C,,,PORTA DIODOS,SISTEMA ELECTRICO,VOLKSWAGEN,RENARD,CIOSA,PORTA DIODOS DE ALTERNADOR BOSCH VW GOLF%%% JETTA%%% BEETLE 70/90A (112mm) IBR852,252.42
471,36091C,,,PORTA DIODOS,SISTEMA ELECTRICO,VOLKSWAGEN,RENARD,CIOSA,PORTA DIODOS DE ALTERNADOR BOSCH VW SEDAN 1600I 55A (88MM) IB,196.67
472,36102C,,,PORTA DIODOS,SISTEMA ELECTRICO,FORD,RENARD,CIOSA,PORTA DIODOS DE ALTERNADOR FORD SERIE 1G HERRADURA ALAMBRE FR1070,94.67
473,36103C,,,PORTA DIODOS,SISTEMA ELECTRICO,FORD,RENARD,CIOSA,PORTA DIODOS DE ALTERNADOR FORD SERIE 2G 75A FR192 RENARD,132.37
474,36104C,,,PORTA DIODOS,SISTEMA ELECTRICO,FORD,RENARD,CIOSA,PORTA DIODOS DE ALTERNADOR FORD SERIE 3G 115/130A (144mm) FR202,260.58
475,36105C,,,PORTA DIODOS,SISTEMA ELECTRICO,FORD,RENARD,CIOSA,PORTA DIODOS DE ALTERNADOR FORD SERIE 3G 75/95A (133mm) FR201,262.32
476,36120C,,,PORTA DIODOS,SISTEMA ELECTRICO,NISSAN,RENARD,CIOSA,PORTA DIODOS DE ALTERNADOR HITACHI NISSAN FRONTIER%%% X-TERRA (114mm) IHR738,208.46
477,36132C,,,PORTA DIODOS,SISTEMA ELECTRICO,NISSAN,RENARD,CIOSA,PORTA DIODOS DE ALTERNADOR HITACHI NISSAN%%% SUBARU (111mm) IHR710,138.97
478,36159C,,,PORTA DIODOS,SISTEMA ELECTRICO,CHRYSLER,RENARD,CIOSA,PORTA DIODOS DE ALTERNADOR NIPPONDENSO CHRYSLER%%% DODGE%%% JEEP%%% TOYOTA 117A (103mm) INR403P,230.2
479,36160C,,,PORTA DIODOS,SISTEMA ELECTRICO,CHRYSLER,RENARD,CIOSA,PORTA DIODOS DE ALTERNADOR NIPPONDENSO CHRYSLER%%% DODGE%%% PLYMOUTH (113mm) INR728,265.08
480,36161C,,,PORTA DIODOS,SISTEMA ELECTRICO,CHRYSLER,RENARD,CIOSA,PORTA DIODOS DE ALTERNADOR NIPPONDENSO CHRYSLER%%% DODGE%%% TOYOTA 90A (100mm) INR727,260.04
481,36164C,,,PORTA DIODOS,SISTEMA ELECTRICO,CHRYSLER,RENARD,CIOSA,PORTA DIODOS DE ALTERNADOR NIPPONDENSO DODGE%%% JEEP%%% CHRYSLER%%% LEXUS%%% (117mm) INR421,293.18
482,36167C,,,PORTA DIODOS,SISTEMA ELECTRICO,TOYOTA,RENARD,CIOSA,PORTA DIODOS DE ALTERNADOR NIPPONDENSO TOYOTA (117mm) 130A INR422,302.71
483,36332C,,,PORTA DIODOS,SISTEMA ELECTRICO,CHEVROLET,RENARD,CIOSA,PORTA DIODOS DE ALTERNADOR DELCO CS130 Y CS121 LINEA CHEVROLET DR4000,132.89
484,36333C,,,PORTA DIODOS,SISTEMA ELECTRICO,CHEVROLET,TOTALPARTS,CIOSA,PORTA DIODOS DE ALTERNADOR DELCO CS130D CHEVROLET%%% HONDA%%% ACURA DR4200,144.03
485,36334C,,,PORTA DIODOS,SISTEMA ELECTRICO,,RENARD,CIOSA,PORTA DIODOS DE ALTERNADOR DELCO PEINE 10SI DR5040,81.64
486,36336C,,,PORTA DIODOS,SISTEMA ELECTRICO,,RENARD,CIOSA,PORTA DIODOS DE ALTERNADOR DELCO PEINE 21SI%%% 22SI%%% 23SI%%% 33SI%%%,154.62
487,36346C,,,PORTA DIODOS,SISTEMA ELECTRICO,,RENARD,CIOSA,PORTA DIODOS DE ALTERNADOR MITSUBISHI CLARK%%% SUBARU (65mm) IZQ. IMR6540,210.4
488,36172C,,,REGULADOR ALTERNADOR,SISTEMA ELECTRICO,FORD,RENARD,CIOSA,REGULADOR DE ALTERNADOR BOSCH FORD%%% CHEVROLET%%% NISSAN%%% VW%%% VOLVO IB370,54.83
489,36173C,,,REGULADOR ALTERNADOR,SISTEMA ELECTRICO,VOLKSWAGEN,RENARD,CIOSA,REGULADOR DE ALTERNADOR BOSCH GOLF%%% JETTA A4%%% TRANSPORTER%%% MERCEDES BENZ%%% JOHN DEERE IB225,194.87
490,36175C,,,REGULADOR ALTERNADOR,SISTEMA ELECTRICO,NISSAN,RENARD,CIOSA,REGULADOR DE ALTERNADOR BOSCH NISSAN TSURU III 93-98 %%% PICK UP D21 IB501,87.92
491,36177C,,,REGULADOR ALTERNADOR,SISTEMA ELECTRICO,VOLKSWAGEN,RENARD,CIOSA,REGULADOR DE ALTERNADOR BOSCH VW GOLF%%% JETTA 120A IB387,84.75
492,36178C,,,REGULADOR ALTERNADOR,SISTEMA ELECTRICO,VOLKSWAGEN,RENARD,CIOSA,REGULADOR DE ALTERNADOR BOSCH VW GOLF%%% JETTA 90A IB385,87.47
493,36179C,,,REGULADOR ALTERNADOR,SISTEMA ELECTRICO,CHEVROLET,RENARD,CIOSA,REGULADOR DE ALTERNADOR DELCO 10SI%%% 12SI%%% 15SI%%% 17SI%%% 27SI 12V D101,32.15
494,36180C,,,REGULADOR ALTERNADOR,SISTEMA ELECTRICO,,RENARD,CIOSA,REGULADOR DE ALTERNADOR DELCO 10SI%%% 20SI%%% 21SI%%% 22SI%%% 23SI%%% 33SI%%% 34SI 24V C/TORNILLO DH104HD,64.27
495,36181C,,,REGULADOR ALTERNADOR,SISTEMA ELECTRICO,,RENARD,CIOSA,REGULADOR DE ALTERNADOR DELCO 10SI%%% 20SI%%% 27SI%%% 29SI%%% 30SI%%% 40SI 12V C/TORNILLO,39.6
496,36186C,,,REGULADOR ALTERNADOR,SISTEMA ELECTRICO,CHEVROLET,RENARD,CIOSA,REGULADOR DE ALTERNADOR DELCO CS130D CHEVY/MONZA 105A DE701,91.55
497,36187C,,,REGULADOR ALTERNADOR,SISTEMA ELECTRICO,CHEVROLET,RENARD,CIOSA,REGULADOR DE ALTERNADOR DELCO CS130D LINEA CHEVROLET D702,92.45
498,36188C,,,REGULADOR ALTERNADOR,SISTEMA ELECTRICO,FORD,RENARD,CIOSA,REGULADOR DE ALTERNADOR FORD 2G NEGRO F784,75.55
499,36189C,,,REGULADOR ALTERNADOR,SISTEMA ELECTRICO,FORD,RENARD,CIOSA,REGULADOR DE ALTERNADOR FORD 3G ESCORT%%% EXPLORER%%% RANGER F794B,94.25
500,36191C,,,REGULADOR ALTERNADOR,SISTEMA ELECTRICO,FORD,RENARD,CIOSA,REGULADOR DE ALTERNADOR FORD 3G BLANCO F795,132.02
501,36193C,,,REGULADOR ALTERNADOR,SISTEMA ELECTRICO,FORD,RENARD,CIOSA,REGULADOR DE ALTERNADOR FORD 3G GRIS 90A F794,74.7
502,36195C,,,REGULADOR ALTERNADOR,SISTEMA ELECTRICO,FORD,RENARD,CIOSA,REGULADOR DE ALTERNADOR FORD 4G GRIS F798,170.4
503,36196C,,,REGULADOR ALTERNADOR,SISTEMA ELECTRICO,FORD,RENARD,CIOSA,REGULADOR DE ALTERNADOR FORD 4G NEGRO F796,165
504,36200C,,,REGULADOR ALTERNADOR,SISTEMA ELECTRICO,NISSAN,RENARD,CIOSA,REGULADOR DE ALTERNADOR HITACHI NISSAN 5 PUNTAS IH210,44.31
505,36201C,,,REGULADOR ALTERNADOR,SISTEMA ELECTRICO,NISSAN,RENARD,CIOSA,REGULADOR DE ALTERNADOR HITACHI NISSAN FRONTIER%%% SENTRA%%% ALTIMA%%% PATHFINDER IH738,187.61
506,36206C,,,REGULADOR ALTERNADOR,SISTEMA ELECTRICO,NISSAN,RENARD,CIOSA,REGULADOR DE ALTERNADOR HITACHI NISSAN PATHFINDER 3.3L. XTERRA IH782,161.8
507,36207C,,,REGULADOR ALTERNADOR,SISTEMA ELECTRICO,NISSAN,RENARD,CIOSA,REGULADOR DE ALTERNADOR HITACHI NISSAN SENTRA 2.0L PATHFINDER 3.0L IH248,166.78
508,36208C,,,REGULADOR ALTERNADOR,SISTEMA ELECTRICO,NISSAN,RENARD,CIOSA,REGULADOR DE ALTERNADOR HITACHI NISSAN SENTRA 2.4L PATHFINDER 3.0L IH762,100.6
509,36209C,,,REGULADOR ALTERNADOR,SISTEMA ELECTRICO,NISSAN,RENARD,CIOSA,REGULADOR DE ALTERNADOR HITACHI NISSAN SENTRA IH242,138.97
510,36210C,,,REGULADOR ALTERNADOR,SISTEMA ELECTRICO,NISSAN,RENARD,CIOSA,REGULADOR DE ALTERNADOR HITACHI NISSAN TSURU IH761,100.6
511,36351C,,,REGULADOR ALTERNADOR,SISTEMA ELECTRICO,CHEVROLET,RENARD,CIOSA,REGULADOR DE ALTERNADOR BOSCH CHEVY LUV%%% MERCURY IB391,123.71
512,10583C,,,FOCO,SISTEMA ELECTRICO,UNIVERSAL,TOTALPARTS,CIOSA,FOCO 9005 VOLTAGE 12V WATAGE 100W LUZ HALOGENO XENON SUPER BLANCO PRESENTACION BLISTER CON 2 PZAS.,62.53
513,10585C,,,FOCO,SISTEMA ELECTRICO,UNIVERSAL,TOTALPARTS,CIOSA,FOCO 9006 VOLTAGE 12V WATAGE 80W LUZ HALOGENO XENON SUPER BLANCO PRESENTACION BLISTER CON 2 PZAS.,62.53
514,10591C,,,FOCO,SISTEMA ELECTRICO,UNIVERSAL,TOTALPARTS,CIOSA,FOCO H3 VOLTAGE 12V WATAGE 100W LUZ HALOGENO XENON SUPER BLANCO PRESENTACION BLISTER CON 2 PZAS.,39.2
515,10593C,,,FOCO,SISTEMA ELECTRICO,UNIVERSAL,TOTALPARTS,CIOSA,FOCO H4 P43T VOLTAGE 12V WATAGE 100/80W LUZ HALOGENO XENON SUPER BLANCO PRESENTACION BLISTER CON 2 PZAS.,96.67
516,10595C,,,FOCO,SISTEMA ELECTRICO,UNIVERSAL,TOTALPARTS,CIOSA,FOCO H7 VOLTAGE 12V WATAGE 100W LUZ HALOGENO XENON SUPER BLANCO PRESENTACION BLISTER CON 2 PZAS.,69.38
517,10581C,,,FOCO,SISTEMA ELECTRICO,UNIVERSAL,TOTALPARTS,CIOSA,FOCO 9004 VOLTAGE 12V WATAGE 100/80W LUZ HALOGENO XENON SUPER BLANCO PRESENTACION BLISTER CON 2 PZAS.,104.46
518,10587C,,,FOCO,SISTEMA ELECTRICO,UNIVERSAL,TOTALPARTS,CIOSA,FOCO 9007 VOLTAGE 12V WATAGE 100/80W LUZ HALOGENO XENON SUPER BLANCO PRESENTACION BLISTER CON 2 PZAS.,68.26
519,02909C,,,ARMADURA,SISTEMA ELECTRICO,FORD,TOTALPARTS,CIOSA,ARMADURA DE MARCHA FORD ( PMGR ) MOTORCRAFT IMANES COUGAR %%% THUNDERBIRD 12V 11 ASTRIAS WAI 61-210,283.81
520,08828C,,,ARMADURA,SISTEMA ELECTRICO,NISSAN,TOTALPARTS,CIOSA,ARMADURA DE MARCHA HITACHI MAXIMA 95-02 V6 %%% SENTRA 1.4 LTs. 89-99 12V 8 ASTRIAS WAI 61-8114,278.76
521,08832C,,,ARMADURA,SISTEMA ELECTRICO,FORD,TOTALPARTS,CIOSA,ARMADURA DE MARCHA FORD ( PMGR ) CAMIONETAS FORD F350 %%% F450 MOTOR TRITON A GASOLINA %%% EXPLORER %%% RANGER 98-02 12V 11 ASTRIAS WAI 61-211,284.32
522,02633C,,,ARMADURA,SISTEMA ELECTRICO,CHEVROLET,TOTALPARTS,CIOSA,ARMADURA DE MARCHA DELCO PMGR PG260M SUBURBAN 96 %%% KODIAK A GASOLINA %%% CHEVROLET 8 CILINDROS 12 ASTRIAS WAI 61-140,268.66
523,08819C,,,ARMADURA,SISTEMA ELECTRICO,NISSAN,TOTALPARTS,CIOSA,ARMADURA DE MARCHA BOSCH TSURU. TSUBAME. STD Y AUTOMATICO 1 004,258.56
524,39960C,,,ARMADURA,SISTEMA ELECTRICO,NISSAN,TOTALPARTS,CIOSA,ARMADURA HITACHI NISSAN TIIDA%%% SENTRA%%% VERSA 07-->,287.82
525,08827C,,,ARMADURA,SISTEMA ELECTRICO,NISSAN,TOTALPARTS,CIOSA,ARMADURA DE MARCHA HITACHI PMGR NISSA PICK-UP 2.4 SENTRA 90-01 12V 10 ASTRIAS WAI 61-8115,378.41
526,40017C,,,ARMADURA,SISTEMA ELECTRICO,CHEVROLET,TOTALPARTS,CIOSA,ARMADURA DELCO CHEVROLET CAVALIER%%% PONTIAC%%% NISSAN SENTRA,320.44
527,08821C,,,ARMADURA,SISTEMA ELECTRICO,CHRYSLER,TOTALPARTS,CIOSA,ARMADURA DE MARCHA BOSCH 011 085 CHRYSLER SPIRIT 2.5 L%%% SHADOW 2.5 L%%% NEW YORKER 3.0 L MARCHA BOSCH 9 007 046 008 12V 11 ASTRIAS WAI 61-9125,303.63
528,08820C,,,ARMADURA,SISTEMA ELECTRICO,VOLKSWAGEN,TOTALPARTS,CIOSA,ARMADURA DE MARCHA BOSCH VW GOLF%%% JETTA%%% STD (87-92) MARCHA 6 004 AA0 019 %%% VW GOLF%%% JETTA%%% DERBY (93-Ã¢â‚¬Â¦) STANDARD. y AUTOMATICO 1.8 L y 2.0 L MARCHA 0 001 107 020 %%% VW POINTER 1.8%%% y 2.0 LTS. STD. (98-Ã¢â‚¬Â¦) MARCHA 9 000 081 006 12V 11 ASTRIAS WAI 61,253.51
529,39441C,,,IMPULSOR/BENDIX,SISTEMA ELECTRICO,FORD,TOTALPARTS,CIOSA,IMPULSOR TOTALPARTS BOSCH FORD%%% CHEVROLET%%% DODGE T/103 9 DTS,98.38
530,39443C,,,IMPULSOR/BENDIX,SISTEMA ELECTRICO,VOLKSWAGEN,TOTALPARTS,CIOSA,IMPULSOR TOTALPARTS BOSCH VW SEDAN 9 DTS. (065),100.62
531,39445C,,,IMPULSOR/BENDIX,SISTEMA ELECTRICO,CHEVROLET,TOTALPARTS,CIOSA,IMPULSOR TOTALPARTS BOSCH CHEVROLET 180 9 DTS.(676),111.42
532,39446C,,,IMPULSOR/BENDIX,SISTEMA ELECTRICO,VOLKSWAGEN,TOTALPARTS,CIOSA,IMPULSOR TOTALPARTS BOSCH VW GOLF%%% JETTA A3 9 DTS.(799),110.09
533,39447C,,,IMPULSOR/BENDIX,SISTEMA ELECTRICO,NISSAN,TOTALPARTS,CIOSA,IMPULSOR TOTALPARTS BOSCH NISSAN TSURU 9 DTS. TIPO 189,117.24
534,39450C,,,IMPULSOR/BENDIX,SISTEMA ELECTRICO,DODGE,TOTALPARTS,CIOSA,IMPULSOR TOTALPARTS BOSCH DODGE CARAVAN%%% DAKOTA 9 DTS(532,115.23
535,39457C,,,IMPULSOR/BENDIX,SISTEMA ELECTRICO,NISSAN,TOTALPARTS,CIOSA,IMPULSOR TOTALPARTS BOSCH NISSAN D21 2.4L 9 DTS.(998),109.01
536,39458C,,,IMPULSOR/BENDIX,SISTEMA ELECTRICO,CHEVROLET,TOTALPARTS,CIOSA,IMPULSOR TOTALPARTS BOSCH CHEVY 9 DTS.(976),109.99
537,39465C,,,IMPULSOR/BENDIX,SISTEMA ELECTRICO,FORD,TOTALPARTS,CIOSA,IMPULSOR TOTALPARTS BOSCH FORD%%% CHEVROLET%%% DODGE T/178 9 DTS,106.59
538,39466C,,,IMPULSOR/BENDIX,SISTEMA ELECTRICO,VOLKSWAGEN,TOTALPARTS,CIOSA,IMPULSOR TOTALPARTS BOSCH VOLKSWAGEN GOLF%%% JETTA A2 STD. 9 DTS.(702),113.85
539,39468C,,,IMPULSOR/BENDIX,SISTEMA ELECTRICO,NISSAN,TOTALPARTS,CIOSA,IMPULSOR TOTALPARTS BOSCH NISSAN SEDAN 11 DTS.(673),121.59
540,39473C,,,IMPULSOR/BENDIX,SISTEMA ELECTRICO,DODGE,TOTALPARTS,CIOSA,IMPULSOR TOTALPARTS BOSCH DODGE NEON 95-96 2.0L 8 DTS.(852),119.9
