ID,NPC,CODIGO,ORIGINAL,AIRTEX,CARTER,KEM,WALBRO,PFP,DELPHI,STD,WELLS,TOMCO,TRANSPO,WAI,BOSCH,UNIPOINT,VALEO,INTERFIL,NUMERO,PRESENTACION,TIPO,SUB TIPO,EMBALAJE,OE / OTRO,TIPO DECOMPONENTE,TIPO DE COMPONENTE GENERAL,MARCA,MARCA REFACCION,PROVEEDOR,DESCRIPCION,PRECIODE LISTA,PRECIO DE COMPRA,,,,A                    0%,B                    10%,C                   15%,D                    17.55%,E                    18.4%,F                    19.25%,G                    23.5%,PRECIO PROMOCION,PRECIO PROMOCION,CONDICION DE COMPRA
60,39203C,BEMCH070,,E7198M,P76484M,7226-E,TU175,,FG0925,,,,,,,,,,,,,,, | F00E193361 | ,BOMBA-MODULO,BOMBA DE GASOLINA,CHRYSLER,INJETECH,CIOSA,DAKOTA 3.7L Y 4.7L 05-08,2035.01,1668.7082,1468.463216,1321.616894,1321.616894,2643.233789,2378.91041,2246.74872,2179.346259,2156.878772,2134.411284,2022.073848,,,
61,39127C,BEMCH071,,E7184M,P76267M,7657-E,,,,,,,,,,,,,,,,,, | 67742 | ,BOMBA-MODULO,BOMBA DE GASOLINA,CHRYSLER,INJETECH,CIOSA,DURANGO 3.7L%%% 4.7L 5.7L 04-09 ASPEN 2007,2716.64,2227.6448,1960.327424,1764.294682,1764.294682,3528.589363,3175.730427,2999.300959,2909.32193,2879.32892,2849.335911,2699.370863,,,
62,39310C,BEMCH073,,E7219M,P76491M,,,,FG0888,,,,,,,,,,,,,,,68004095AB |  | ,BOMBA-MODULO,BOMBA DE GASOLINA,CHRYSLER,INJETECH,CIOSA,NITRO LIBERTY 3.7L 07-11,2123.46,1741.2372,1532.288736,1379.059862,1379.059862,2758.119725,2482.307752,2344.401766,2274.069713,2250.625695,2227.181678,2109.961589,,,
63,39340C,BEMCH074,,E7234M%%% E7236M,P76537M,,,,,,,,,,,,,,,,,,,,BOMBA-MODULO,BOMBA DE GASOLINA,CHRYSLER,INJETECH,CIOSA,DURANGO 08-09%%% CHRYSLER ASPEN 08-09,1958.09,1605.6338,1412.957744,1271.66197,1271.66197,2543.323939,2288.991545,2161.825348,2096.970588,2075.352334,2053.734081,1945.642813,,,
64,38960C,BEMCH076,,E7237M,,,,,,,,,,,,,,,,,,,,55398704AC |  | ,BOMBA-MODULO,BOMBA DE GASOLINA,CHRYSLER,INJETECH,CIOSA,RAM 1500 09-11,1905.79,1562.7478,1375.218064,1237.696258,1237.696258,2475.392515,2227.853264,2104.083638,2040.961129,2019.920292,1998.879456,1893.675274,,,
65,39728C,BEMCH077,,E7180M,P76260M,,,,,,,,,,,,,,,,,,,FP22033 |  | ,BOMBA-MODULO,BOMBA DE GASOLINA,CHRYSLER,INJETECH,CIOSA, RAM 1500 4.7L FLEX FUEL,2593.97,2127.0554,1871.808752,1684.627877,1684.627877,3369.255754,3032.330178,2863.867391,2777.951369,2749.312695,2720.674021,2577.480652,,,
66,39731C,BEMCH078,,E7162M,P76255M,,,,,,,,,,,,,,,,,,,,BOMBA-MODULO,BOMBA DE GASOLINA,CHRYSLER,INJETECH,CIOSA,JEEP LIBERTY 2002-2003 V6 3.7L%%% L4 2.4L,1619.13,1327.6866,1168.364208,1051.527787,1051.527787,2103.055574,1892.750017,1787.597238,1733.969321,1716.093349,1698.217376,1608.837514,,,
67,39302C,BEMCH079,,E7252M,,,,,FG0889,,,,,,,,,,,,,,,,BOMBA-MODULO,BOMBA DE GASOLINA,CHRYSLER,INJETECH,CIOSA,RAM 1500 V6 3.7L VIN K 09-11,4393.71,3602.8422,3170.501136,2853.451022,2853.451022,5706.902045,5136.21184,4850.866738,4705.340736,4656.832069,4608.323401,4365.780064,,,
68,39879C,BEMCH080,,E7210M,P76509M,,,,,,,,,,,,,,,,,,,,BOMBA-MODULO,BOMBA DE GASOLINA,CHRYSLER,INJETECH,CIOSA,AVENGER 2.4L 08-13%%%  V6 2.7L 08-09%%% V6 3.5L 08-10 SEBRING 2.4L%%% 2.7L%%% 3.5L 07-10,1825.61,1497.0002,1317.360176,1185.624158,1185.624158,2371.248317,2134.123485,2015.561069,1955.094237,1934.938627,1914.783016,1814.004962,,,
69,40067C,BEMCH081,,E7241M,P76270M,,,,FG1052,,,,,,,,,,,,,,,,BOMBA-MODULO,BOMBA DE GASOLINA,CHRYSLER,INJETECH,CIOSA,BOMBA ELECTRICA (MODULO) CHARGER V6%%% V8 06-10 CHALLENGER 09-,2200.13,1804.1066,1587.613808,1428.852427,1428.852427,2857.704854,2571.934369,2429.049126,2356.177652,2331.887161,2307.59667,2186.144214,,,
70,40209C,BEMCH082,,E7235M,P76670M%%% P76703M,,,,,,,,,,,,,,,,,,,68030875AA |  | ,BOMBA-MODULO,BOMBA DE GASOLINA,CHRYSLER,INJETECH,CIOSA,BOMBA MODULO TOWN & COUNTRY GRAND CARVAN 3.8L 4.0L 08-10 V,3670.45,3009.769,2648.59672,2383.737048,2383.737048,4767.474096,4290.726686,4052.352982,3930.782392,3890.258862,3849.735333,3647.117683,,,
71,39312C,BEMHY001,,,P90600,,,,,,,,,,,,,,,,,,,,BOMBA-MODULO,BOMBA DE GASOLINA,CHRYSLER,INJETECH,CIOSA,ATOS 1.1 04-10,721.11,591.3102,520.352976,468.3176784,468.3176784,936.6353568,842.9718211,796.1400533,772.2558517,764.2944511,756.3330506,716.526048,,,
72,05048C,BEMFD001,2715FDBEC182,E2059MN,P74107,8505-E,TU200,P46B,FG0198,,,,,,,,,,,,,,, | 67000 | ,BOMBA-MODULO,BOMBA DE GASOLINA,FORD,INJETECH,CIOSA,BRONCO%%% F150-450%%% E150-350 89-96 P74107,635.77,521.3314,458.771632,412.8944688,412.8944688,825.7889376,743.2100438,701.920597,680.8629791,673.8437731,666.8245671,631.7285373,,,
73,13458C,BEMFD002,82207713458,E2064MN,P74108,8504-E,TU201,P45B,FG0199,,,,,,,,,,,,,,, | 67003 | ,BOMBA-MODULO,BOMBA DE GASOLINA,FORD,INJETECH,CIOSA,SERIES F 6 Y 8 CIL 90-96 TANQUE TRASERO DE ACERO,590.85,484.497,426.35736,383.721624,383.721624,767.443248,690.6989232,652.3267608,632.756958,626.2336904,619.7104228,587.0940847,,,
74,05044C,BEMFD003,2715FDBEC163,E2101S,P74626H,8606-EF,,,,,,,,,,,,,,,,,, | 67032 | P235H,BOMBA-MODULO,BOMBA DE GASOLINA,FORD,INJETECH,CIOSA,TOPAZ%%% TEMPO%%% GHIA L4 V6 88-94;  P74626H,1094.64,897.6048,789.892224,710.9030016,710.9030016,1421.806003,1279.625403,1208.535103,1172.27905,1160.193699,1148.108348,1087.681592,,,
75,07776C,BEMFD005,82207707776,E10547M,,E8237-E,,,,,,,,,,,,,,,,,, | 0986580402 | ,BOMBA-MODULO,BOMBA DE GASOLINA,FORD,INJETECH,CIOSA,FOCUS (DOHC) 2.0L 00-06 TAPA SUELTA E10547M,1030.88,845.3216,743.883008,669.4947072,669.4947072,1338.989414,1205.090473,1138.141002,1103.996772,1092.615362,1081.233952,1024.326902,,,
76,12376C,BEMFD006,82207712376,,P75047M,8213-E,,,,,,,,,,,,,,,,,,1MSU9H307CA | 67172 | PFS448,BOMBA-MODULO,BOMBA DE GASOLINA,FORD,INJETECH,CIOSA,FOCUS 00-04; 1MSU-9H307 TAPA FIJA1MSU-9H307-CA,938.84,769.8488,677.466944,609.7202496,609.7202496,1219.440499,1097.496449,1036.524424,1005.428692,995.0634473,984.6982031,932.8719819,,,
77,11439C,BEMFD007,82207711439,E2291M,P74963M,8242-E,TU239,,,,,,,,,,,,,,,,,YL8Z9H307AA | F00E191719 | ,BOMBA-MODULO,BOMBA DE GASOLINA,FORD,INJETECH,CIOSA,ESCAPE%%% MAZDA TRIBUTE 2.0L Y 3.0L 01-04,1286.67,1055.0694,928.461072,835.6149648,835.6149648,1671.22993,1504.106937,1420.54544,1377.929077,1363.723623,1349.518168,1278.490896,,,
78,10265C,BEMFD008,82207710265,E2098S,P74651S,8707-EF,,,,,,,,,,,,,,,,,, | 67029 | ,BOMBA-MODULO,BOMBA DE GASOLINA,FORD,INJETECH,CIOSA,COUGAR%%% THUNDERBIRD 3.8L%%% 4.6L Y 5.0L 89-97,1127.65,924.673,813.71224,732.341016,732.341016,1464.682032,1318.213829,1244.979727,1207.630335,1195.180538,1182.730741,1120.481754,,,
79,10266C,BEMFD009,82207710266,E2117S,P74689S,8215-E,,,,,,,,,,,,,,,,,,,BOMBA-MODULO,BOMBA DE GASOLINA,FORD,INJETECH,CIOSA,CONTOUR%%% MYSTIQUE 2.0L%%% 2.5L 95-96,1438.82,1179.8324,1038.252512,934.4272608,934.4272608,1868.854522,1681.969069,1588.526343,1540.870553,1524.98529,1509.100026,1429.673709,,,
80,BEMFD012C,34373,,,P90110,,,,,,,,,,,,,,,,,,,1S6U9H307AD | 0580314006%%% 0580314011 | ,BOMBA-MODULO,BOMBA DE GASOLINA,FORD,INJETECH,CIOSA,FIESTA IKON 1.3L%%% 1.6L 01-09 1S6U-9H307-AD,1275.47,1045.8854,920.379152,828.3412368,828.3412368,1656.682474,1491.014226,1408.180103,1365.934699,1351.852898,1337.771097,1267.362092,,,
81,BEMFD013C,34374,,,P90170,,,,,,,,,,,,,,,,,,,2N159H307AA | 580314022 | ,BOMBA-MODULO,BOMBA DE GASOLINA,FORD,INJETECH,CIOSA, ECOSPORT 2.0L 03-07 2N15-9H307-AA                        ,1160.05,951.241,837.09208,753.382872,753.382872,1506.765744,1356.08917,1280.750882,1242.328356,1229.520847,1216.713338,1152.675794,,,
82,BEMFD014C,37204,,E2436M,P76381M,,TU271,,FG0565,,,,,,,,,,,,,,, | F00E193519 | P2584S,BOMBA-MODULO,BOMBA DE GASOLINA,FORD,INJETECH,CIOSA,F150 V6 4.2L V8 4.6L 5.4L 04-08,1337.12,1096.4384,964.865792,868.3792128,868.3792128,1736.758426,1563.082583,1476.244662,1431.957322,1417.194875,1402.432429,1328.620196,,,
83,BEMFD015C,37205,,E2434M,P76335M,,TU269,,FG0583,,,,,,,,,,,,,,, | F00E193513 | P2585S,BOMBA-MODULO,BOMBA DE GASOLINA,FORD,INJETECH,CIOSA,F150 V6 4.2L V8 4.6L 5.4L 04-08 LINCOLN MARK LT V8 5.4L 06-08,1337.12,1096.4384,964.865792,868.3792128,868.3792128,1736.758426,1563.082583,1476.244662,1431.957322,1417.194875,1402.432429,1328.620196,,,
84,BEMFD016C,37312,,,,,,,,,,,,,,,,,,,,,,X3GU9H307CD |  | 156V9H307AC,BOMBA-MODULO,BOMBA DE GASOLINA,FORD,INJETECH,CIOSA,FIESTA IV IKON 1.3L 95-02  ,978.79,802.6078,706.294864,635.6653776,635.6653776,1271.330755,1144.19768,1080.631142,1048.212208,1037.405896,1026.599585,972.5680277,,,
85,37648C,BEMFD017,,E2059MN,P74107,8505-E,TU200,P46B,FG0198,,,,,,,,,,,,,,, | 67000 | P358M,BOMBA-MODULO,BOMBA DE GASOLINA,FORD,INJETECH,CIOSA,BRONCO EXPLORER ECONOLINE F150-250-350 90-96,1677.97,1375.9354,1210.823152,1089.740837,1089.740837,2179.481674,1961.533506,1852.559423,1796.98264,1778.457046,1759.931451,1667.30348,,,
86,37649C,BEMFD018,,E2064MN,P74108,8504-E,TU201,P45B,FG0199,,,,,,,,,,,,,,, | 67003 | P155M,BOMBA-MODULO,BOMBA DE GASOLINA,FORD,INJETECH,CIOSA,F150-250-350 L6 V8 90-96   ,1705.48,1398.4936,1230.674368,1107.606931,1107.606931,2215.213862,1993.692476,1882.931783,1826.44383,1807.614512,1788.785194,1694.638605,,,
87,37998C,BEMFD019,,E2237S,P74853S,8218-E%%% 8241-E,,,HP10089,,,,,,,,,,,,,,,EP2052H |  | ,BOMBA-MODULO,BOMBA DE GASOLINA,FORD,INJETECH,CIOSA,F150 F250 99-04 V6 V8 4.2-4.6-5.4L     ,1656.41,1358.2562,1195.265456,1075.73891,1075.73891,2151.477821,1936.330039,1828.756148,1773.893463,1755.605902,1737.31834,1645.880533,,,
88,37999C,BEMFD020,,E10546M,,8223-E,,,,,,,,,,,,,,,,,,1S719H307AB%%% 1S7U9H307AD%%% 1S719H307AA |  | 1117944%%% ZH20CJBB%%% VE523025,BOMBA-MODULO,BOMBA DE GASOLINA,FORD,INJETECH,CIOSA,MONDEO 1.8-2.0L 16V00-05,1416.36,1161.4152,1022.045376,919.8408384,919.8408384,1839.681677,1655.713509,1563.729425,1516.817543,1501.180248,1485.542954,1407.356483,,,
89,38000C,BEMFD021,,E10545M,,8222-E,,,,,,,,,,,,,,,,,,1S719H307BA%%% 1S7U9H307BC |  | 1117945,BOMBA-MODULO,BOMBA DE GASOLINA,FORD,INJETECH,CIOSA,MONDEO 2.5L V6 24V 00-05,1383.55,1134.511,998.36968,898.532712,898.532712,1797.065424,1617.358882,1527.50561,1481.680442,1466.405386,1451.13033,1374.755049,,,
90,38340C,BEMFD022,,,,,,,,,,,,,,,,,,,,,,2L349H307EA |  | ,BOMBA-MODULO,BOMBA DE GASOLINA,FORD,INJETECH,CIOSA,F150 V6 4.2L 03-09 NACIONALES CALIDAD OE,1495.68,1226.4576,1079.282688,971.3544192,971.3544192,1942.708838,1748.437955,1651.302513,1601.763437,1585.250412,1568.737387,1486.172261,,,
91,38386C,BEMFD024,,E2453M,P76128M,8229-E,TU259,,FG0842,,,,,,,,,,,,,,, | 69168 | ,BOMBA-MODULO,BOMBA DE GASOLINA,FORD,INJETECH,CIOSA,ESCAPE MERCURY MARINER 05-07   ,4397.93,3606.3026,3173.546288,2856.191659,2856.191659,5712.383318,5141.144987,4855.525821,4709.860046,4661.304788,4612.74953,4369.973239,,,
92,38387C,BEMFD025,,E2246M,P74955M,8238-E,TU231,,FG0836,,,,,,,,,,,,,,,,BOMBA-MODULO,BOMBA DE GASOLINA,FORD,INJETECH,CIOSA,ESCORT 4CIL 2.0L 99-03         ,1319.23,1081.7686,951.956368,856.7607312,856.7607312,1713.521462,1542.169316,1456.493243,1412.798446,1398.233513,1383.668581,1310.843919,,,
93,38389C,BEMFD027,,E2441M,P76344M,,TU272,,,,,,,,,,,,,,,,,,BOMBA-MODULO,BOMBA DE GASOLINA,FORD,INJETECH,CIOSA,F150 MARK LT 4.2-4.6-5.4L 05-08,4300.73,3526.5986,3103.406768,2793.066091,2793.066091,5586.132182,5027.518964,4748.212355,4605.765984,4558.283861,4510.801737,4273.39112,,,
94,38390C,BEMFD028,,E2281M,P75037M,8250-E,TU256,,FG0952,,,,,,,,,,,,,,,3C3Z9H307LA |  | ,BOMBA-MODULO,BOMBA DE GASOLINA,FORD,INJETECH,CIOSA,F250 F350 F450 F550V8 V10 00-04,1538.95,1261.939,1110.50632,999.455688,999.455688,1998.911376,1799.020238,1699.07467,1648.10243,1631.111683,1614.120936,1529.167203,,,
95,38391C,BEMFD029,,E2383M,P76041M,8243-E,TU242,,FG0829,,,,,,,,,,,,,,, | 69152 | ,BOMBA-MODULO,BOMBA DE GASOLINA,FORD,INJETECH,CIOSA,FREESTAR 04-05 V6 3.9L 4.2L    ,1639.47,1344.3654,1183.041552,1064.737397,1064.737397,2129.474794,1916.527314,1810.053575,1755.751967,1737.651432,1719.550896,1629.048217,,,
96,38392C,BEMFD030,,E2199M,P74749M,8228-E,TU212,,FG0840,,,,,,,,,,,,,,,,BOMBA-MODULO,BOMBA DE GASOLINA,FORD,INJETECH,CIOSA,WINDSTAR V6 3.0L 3.8L 97-98    ,1441.12,1181.7184,1039.912192,935.9209728,935.9209728,1871.841946,1684.657751,1591.065654,1543.333684,1527.423028,1511.512371,1431.959088,,,
97,38393C,BEMFD031,,E2248M,P74952M,8232-E,TU234,,,,,,,,,,,,,,,,,,BOMBA-MODULO,BOMBA DE GASOLINA,FORD,INJETECH,CIOSA,WINDSTAR V6 3.0L 3.8L 99-00    ,1686.89,1383.2498,1217.259824,1095.533842,1095.533842,2191.067683,1971.960915,1862.407531,1806.535305,1787.911229,1769.287154,1676.166778,,,
98,38394C,BEMFD032,,E2290M,P74961M,8233-E,TU238,,,,,,,,,,,,,,,,,,BOMBA-MODULO,BOMBA DE GASOLINA,FORD,INJETECH,CIOSA,WINDSTAR V6 3.8L 01-03         ,1593.74,1306.8668,1150.042784,1035.038506,1035.038506,2070.077011,1863.06931,1759.56546,1706.778496,1689.182841,1671.587187,1583.608914,,,
99,39114C,BEMFD033,,E2554M,P76592M,,,,,,,,,,,,,,,,,,,AL8Z9H307B |  | PFS533,BOMBA-MODULO,BOMBA DE GASOLINA,FORD,INJETECH,CIOSA,ESCAPE 4 CILINDROS 2.3L 2009-2012,2207.26,1809.9532,1592.758816,1433.482934,1433.482934,2866.965869,2580.269282,2436.920988,2363.813359,2339.444149,2315.074939,2193.22889,,,
100,39115C,BEMFD034,,E2568M,P76591M,,,,,,,,,,,,,,,,,,,AL8Z9H307A |  | PFS532,BOMBA-MODULO,BOMBA DE GASOLINA,FORD,INJETECH,CIOSA,ESCAPE 6 CILINDROS 3.0L 2009-2012,2505.7,2054.674,1808.11312,1627.301808,1627.301808,3254.603616,2929.143254,2766.413074,2683.420681,2655.756551,2628.09242,2489.771766,,,
101,39261C,BEMFD035,,E2266S,P74805S,8245-E,,,HP10128,,,,,,,,,,,,,,, | 67155 | PFS58,BOMBA-MODULO,BOMBA DE GASOLINA,FORD,INJETECH,CIOSA,EXPLORER MONTAINEER 97-98 4.0L V6 5.0L V8,1525.88,1251.2216,1101.075008,990.9675072,990.9675072,1981.935014,1783.741513,1684.644762,1634.105419,1617.258972,1600.412524,1516.180286,,,
102,40038C,BEMFD036,,E2325M,P76120M,8212-E,,,,,,,,,,,,,,,,,,,BOMBA-MODULO,BOMBA DE GASOLINA,FORD,INJETECH,CIOSA,FOCUS 2.0L 2002 UNA MANGUERA,1409.95,1156.159,1017.41992,915.677928,915.677928,1831.355856,1648.22027,1556.652478,1509.952903,1494.386378,1478.819854,1400.98723,,,
103,39903C,BEMFD037,,E8591M,P76308M,,,,,,,,,,,,,,,,,,, | 67269 | ,BOMBA-MODULO,BOMBA DE GASOLINA,FORD,INJETECH,CIOSA,FOCUS%%% FOCUS C-MAX 03-10 MAZDA 3,1775.99,1456.3118,1281.554384,1153.398946,1153.398946,2306.797891,2076.118102,1960.778208,1901.954861,1882.347079,1862.739297,1764.700387,,,
104,40128C,BEMFD038,,E2357M,P76122M,,,,FG0881,,,,,,,,,,,,,,,,BOMBA-MODULO,BOMBA DE GASOLINA,FORD,INJETECH,CIOSA,BOMBA MODULO RANGER 04-06 V4 2.3L V6 3L%%% 4L.,1525.99,1251.3118,1101.154384,991.0389456,991.0389456,1982.077891,1783.870102,1684.766208,1634.223221,1617.375559,1600.527897,1516.289587,,,
105,40210C,BEMFD041,,E2296S,P74879S,,,,,,,,,,,,,,,,,,,,BOMBA-MODULO,BOMBA DE GASOLINA,FORD,INJETECH,CIOSA,BOMBA MODULO EXPLORER%%% MOUNTAINNER 4.0L 5.0L 99-01,1631.31,1337.6742,1177.153296,1059.437966,1059.437966,2118.875933,1906.98834,1801.044543,1747.013207,1729.002761,1710.992316,1620.940089,,,
106,40211C,BEMFD0 - -,,E2525M,P76462M,,,,,,,,,,,,,,,,,,,,BOMBA-MODULO,BOMBA DE GASOLINA,FORD,INJETECH,CIOSA,BOMBA MODULO FOCUS 2.0L 09-11,2225.47,1824.8854,1605.899152,1445.309237,1445.309237,2890.618474,2601.556626,2457.025703,2383.314931,2358.744674,2334.174417,2211.323132,,,
107,40389C,BEMFD043,,E2582M,,,,,,,,,,,,,,,,,,,,,BOMBA-MODULO,BOMBA DE GASOLINA,FORD,INJETECH,CIOSA,BOMBA MODULO FORD F-250 SUPER DUTY 11-13 V8-6.2L%%% F-350 SUPER DUTY 11-14 V8-6.2L,3137.26,2572.5532,2263.846816,2037.462134,2037.462134,4074.924269,3667.431842,3463.685628,3359.77506,3325.138203,3290.501347,3117.317066,,,
108,40390C,BEMFD044,,E2541M,,,,,,,,,,,,,,,,,,,,,BOMBA-MODULO,BOMBA DE GASOLINA,FORD,INJETECH,CIOSA,BOMBA MODULO FORD F-150 11-13 V6-3.7L%%% 09-10 V8-4.6L%%% 11-13 V8-5.0L%%% 09-10 V8-5.4L,3026.3,2481.566,2183.77808,1965.400272,1965.400272,3930.800544,3537.72049,3341.180462,3240.945049,3207.533244,3174.121439,3007.062416,,,
109,40391C,BEMFD045,,E2545M,P76468M ,,,,,,,,,,,,,,,,,,,PFS490 | 9L3Z9H307F,BOMBA-MODULO,BOMBA DE GASOLINA,FORD,INJETECH,CIOSA,BOMBA MODULO FORD F-150 11-13 V6-3.7L%%% 09-10 V8-4.6L%%% 11-13 V8-5.0L%%% 09-10 V8-5.4L%%% 11-13 V8-6.2L,3026.3,2481.566,2183.77808,1965.400272,1965.400272,3930.800544,3537.72049,3341.180462,3240.945049,3207.533244,3174.121439,3007.062416,,,
110,40035C,BEMFD0 - -,,E2360M,,,,,,,,,,,,,,,,,,,,,BOMBA-MODULO,BOMBA DE GASOLINA,FORD,INJETECH,CIOSA,BOMBA ELECTRICA FORD EXPEDITION 5.4L 03-04,1439.67,1180.5294,1038.865872,934.9792848,934.9792848,1869.95857,1682.962713,1589.464784,1541.780841,1525.886193,1509.991545,1430.518306,,,
111,10494C,BEMGM001,82207710494,E3500M,P74835M%%% P76223M,6109-E,TU432,,FG0053%%% FG0407,,,,,,,,,,,,,,, | 67305%%% 67450 | MU86,BOMBA-MODULO,BOMBA DE GASOLINA,GM,INJETECH,CIOSA,SILVERADO 1500%%% 2500%%% 3500%%% SS V6%%% V8 99-03%%%MU86,1165.23,955.4886,840.829968,756.7469712,756.7469712,1513.493942,1362.144548,1286.469851,1247.875756,1235.011057,1222.146358,1157.822866,,,
112,13468C,BEMGM002,82207713468,E3501M,P75014M,6209-E,TU434,,FG0271,,,,,,,,,,,,,,, | 67429%%% 67443 | ,BOMBA-MODULO,BOMBA DE GASOLINA,GM,INJETECH,CIOSA,SILVERADO 4.3L 99-03%%% SILVERADO HD MOTORES VARIOS 99-03 SIN EVAP,1151.51,944.2382,830.929616,747.8366544,747.8366544,1495.673309,1346.105978,1271.322312,1233.182643,1220.46942,1207.756197,1144.190081,,,
113,12962C,BEMGM003,82207712962,E3992M,P74834M,6211-E,TU429,,FG0052%%% FG0287,,,,,,,,,,,,,,, |  | MU85%%% MU1733,BOMBA-MODULO,BOMBA DE GASOLINA,GM,INJETECH,CIOSA,S10 BLAZER 98-05  S15 JIMMY%%% BRAVADA 4.3L 99-01 (4 PUERTAS),1367.2,1121.104,986.57152,887.914368,887.914368,1775.828736,1598.245862,1509.454426,1464.170793,1449.076249,1433.981704,1358.508983,,,
114,13459C,BEMGM004,82207713459,E3953M,P74789M,6212-E,TU401,,FG0071,,,,,,,,,,,,,,, | 67358 | MU112,BOMBA-MODULO,BOMBA DE GASOLINA,GM,INJETECH,CIOSA,S10 BLAZER%%% S15 JIMMY%%% BRAVADA 4.3L 97-98 (4 PUERTAS),1311.89,1075.7498,946.659824,851.9938416,851.9938416,1703.987683,1533.588915,1448.389531,1404.937845,1390.453949,1375.970054,1303.550578,,,
115,13461C,BEMGM005,82207713461,E3925M,P74716S,6202-E,TU404,,FG0030,,,,,,,,,,,,,,, | 67334 | MU13,BOMBA-MODULO,BOMBA DE GASOLINA,GM,INJETECH,CIOSA,BLAZER%%% JIMMY%%% BRAVADA%%% 4.3L 1996,1341.14,1099.7348,967.766624,870.9899616,870.9899616,1741.979923,1567.781931,1480.682935,1436.262447,1421.455617,1406.648788,1332.614641,,,
116,08608C,BEMGM006,82207708608,,,,,,,,,,,,,,,,,,,,,0228216001 | 0580314015%%% 0580314154 | ,BOMBA-MODULO,BOMBA DE GASOLINA,GM,INJETECH,CIOSA,CHEVY POP%%% SWING%%% MONZA 1.6L 98-03,889.81,729.6442,642.086896,577.8782064,577.8782064,1155.756413,1040.180772,982.3929509,952.9211624,943.0972328,933.2733033,884.1536558,,,
117,13469C,BEMGM007,82207713469,E3940M,P74752M,EFP1607,TU438,,FG0068,,,,,,,,,,,,,,, | 67072 | MU109,BOMBA-MODULO,BOMBA DE GASOLINA,GM,INJETECH,CIOSA,ASTRO VAN%%% SAFARI VAN 4.3L 97-99,1401.3,1149.066,1011.17808,910.060272,910.060272,1820.120544,1638.10849,1547.102462,1500.689389,1485.218364,1469.747339,1392.392216,,,
118,13466C,BEMGM008,82207713466,E3947M,P74757M,6624-E,TU426,,FG0086,,,,,,,,,,,,,,, | 67381 | MU146,BOMBA-MODULO,BOMBA DE GASOLINA,GM,INJETECH,CIOSA,SILVERADO MOTORES VARIOS 6 Y 8 CIL. 97-00,1408.9,1155.298,1016.66224,914.996016,914.996016,1829.992032,1646.992829,1555.493227,1508.82843,1493.273498,1477.718566,1399.943904,,,
119,13460C,BEMGM009,82207713460,E3952M,E74760M,6206-E,TU402,,FG0070,,,,,,,,,,,,,,, | 67357 | MU111,BOMBA-MODULO,BOMBA DE GASOLINA,GM,INJETECH,CIOSA,S10%%% SONOMA 4.3L%%% ISUZU HOMBRE 4.3L 97-02,1387.53,1137.7746,1001.241648,901.1174832,901.1174832,1802.234966,1622.01147,1531.899721,1485.94273,1470.623733,1455.304735,1378.709749,,,
120,13472C,BEMGM010,82207713472,E3932M,P74820M,,,,FG0084,,,,,,,,,,,,,,, | 67340 | MU138,BOMBA-MODULO,BOMBA DE GASOLINA,GM,INJETECH,CIOSA,TAHOE%%% YUKON 5.7L 96-97,1095.11,897.9902,790.231376,711.2082384,711.2082384,1422.416477,1280.174829,1209.054005,1172.782385,1160.691845,1148.601305,1088.148605,,,
121,13465C,BEMGM011,82207713465,E3971M,P74779M,6221-E,TU420,,FG0099,,,,,,,,,,,,,,, | 67448 | MU159,BOMBA-MODULO,BOMBA DE GASOLINA,GM,INJETECH,CIOSA,VAN SERIES G 6  CIL 98-01 Y 8 CIL 98-02 CON EVAP,1347.66,1105.0812,972.471456,875.2243104,875.2243104,1750.448621,1575.403759,1487.881328,1443.244888,1428.366075,1413.487261,1339.093195,,,
122,08239C,BEMGM012,82207708239,,,,,,,,,,,,,,,,,,,,,93320199%%% 93277518 | F000TE1184 | ,BOMBA-MODULO,BOMBA DE GASOLINA,GM,INJETECH,CIOSA,CHEVY PICKUP 1.6L 00-04; 93320199 (COMPLETA),891.33,730.8906,643.183728,578.8653552,578.8653552,1157.73071,1041.957639,984.0711038,954.5489707,944.7082597,934.8675486,885.6639935,,,
123,05058C,BEMGM013,2715GMBEC609,E3914M,P74688M,6207-E,TU459,,FG0049,,,,,,,,,,,,,,, | 67324 | MU55,BOMBA-MODULO,BOMBA DE GASOLINA,GM,INJETECH,CIOSA,CAVALIER%%% SUNFIRE 2.2L%%% 2.3L 1995,1582.77,1297.8714,1142.126832,1027.914149,1027.914149,2055.828298,1850.245468,1747.454053,1695.030431,1677.555891,1660.08135,1572.708648,,,
124,13462C,BEMGM014,82207713462,E3943M,P74755M,6204-E,TU406,,FG0069,,,,,,,,,,,,,,, | 67349 | MU110,BOMBA-MODULO,BOMBA DE GASOLINA,GM,INJETECH,CIOSA,S10%%% SONOMA 2.2L%%% ISUZU HOMBRE 2.2L 97-00,1387.53,1137.7746,1001.241648,901.1174832,901.1174832,1802.234966,1622.01147,1531.899721,1485.94273,1470.623733,1455.304735,1378.709749,,,
