ID,NPC,CODIGO,ORIGINAL,AIRTEX,CARTER,KEM,WALBRO,PFP,DELPHI,STD,WELLS,TOMCO,TRANSPO,WAI,BOSCH,UNIPOINT,VALEO,INTERFIL,NUMERO,PRESENTACION,TIPO,SUB TIPO,EMBALAJE,OE / OTRO,TIPO DECOMPONENTE,TIPO DE COMPONENTE GENERAL,MARCA,MARCA REFACCION,PROVEEDOR,DESCRIPCION,PRECIODE LISTA,PRECIO DE COMPRA,,,,A                    0%,B                    10%,C                   15%,D                    17.55%,E                    18.4%,F                    19.25%,G                    23.5%,PRECIO PROMOCION,PRECIO PROMOCION,CONDICION DE COMPRA
678,147-433,,10456042%%% 12562910,,,,,,,PC123,SU1207,22126,,,,,,,,,,,,,SENSOR DE POSICION DEL CIGÜEÑAL,SENSORES,,KEMPARTS,KEM PARTS,BLAZER VORTEC%%% 4.3 LTS. 6 CIL.  MPFI (96-99),607,303.5,273.15,245.835,245.835,491.67,442.503,417.9195,405.381915,401.20272,397.023525,376.12755,,,
679,147-443,,213336%%% 8245756360,,,,,,,PC122,SU1181,22278,,,,,,,,,,,,,SENSOR DE POSICION DEL CIGÜEÑAL,SENSORES,,KEMPARTS,KEM PARTS,CAVALIER 2.2 LTS. 4 CIL. (97-02),202,101,90.9,81.81,81.81,163.62,147.258,139.077,134.90469,133.51392,132.12315,125.1693,,,
680,147-213,,94BF6C315AA,,,,,,,PC63,SU291,22274,,,,,,,,,,,,,SENSOR DE POSICION DEL CIGÜEÑAL,SENSORES,,KEMPARTS,KEM PARTS,FOCUS%%% FOCUS STATION WAGON%%% FOCUS ZX3 16 V. 2.0 LTS. 4 CIL. (00-04),473,236.5,212.85,191.565,191.565,383.13,344.817,325.6605,315.890685,312.63408,309.377475,293.09445,,,
681,147-364,,,,,,,,,PC748,,,,,,,,,,,,,,,SENSOR DE POSICION DEL CIGÜEÑAL,SENSORES,,KEMPARTS,KEM PARTS,200  2.4 LTS. 4 CIL. (12-13),488,244,219.6,197.64,197.64,395.28,355.752,335.988,325.90836,322.54848,319.1886,302.3892,,,
682,140-206,,10045847,,,,,,,TX3,SU102,,,,,,,,,,,,,,SENSOR DE TEMPERATURA,SENSORES,,KEMPARTS,KEM PARTS,CAVALIER (SOHC) 1995-2002%%% 4 CIL.%%% 2.2 LTS. MPFI,97,48.5,43.65,39.285,39.285,78.57,70.713,66.7845,64.780965,64.11312,63.445275,60.10605,,,
683,140-101,,,,,,,,,TX45,,,,,,,,,,,,,,,SENSOR DE TEMPERATURA,SENSORES,,KEMPARTS,KEM PARTS,TOPAZ 1989-1994%%% 4 CIL.%%% 2.3 LTS. MPFI,111,55.5,49.95,44.955,44.955,89.91,80.919,76.4235,74.130795,73.36656,72.602325,68.78115,,,
684,140-104,,F5AZ12A648A,,,,,,,TX61,SU284,12099,,,,,,,,,,,,,SENSOR DE TEMPERATURA,SENSORES,,KEMPARTS,KEM PARTS,ESCORT 1994-1995%%% 4 CIL.%%% 1.9 LTS. MPFI,147,73.5,66.15,59.535,59.535,119.07,107.163,101.2095,98.173215,97.16112,96.149025,91.08855,,,
685,140-209,,10096181,,,,,,,TX66,TU178,12299,,,,,,,,,,,,,SENSOR DE TEMPERATURA,SENSORES,,KEMPARTS,KEM PARTS,REGAL 3.8 LTS. 6 CIL. (1996),196,98,88.2,79.38,79.38,158.76,142.884,134.946,130.89762,129.54816,128.1987,121.4514,,,
686,140-315,,56027873,,,,,,,TX81,SU3035,12095,,,,,,,,,,,,,SENSOR DE TEMPERATURA,SENSORES,,KEMPARTS,KEM PARTS,STRATUS 1997-1999%%% 4 CIL.%%%  2.0%%% 2.4 LTS. MPFI,147,73.5,66.15,59.535,59.535,119.07,107.163,101.2095,98.173215,97.16112,96.149025,91.08855,,,
687,140-317,,5269870AB,,,,,,,TX98,SU3207,12092,,,,,,,,,,,,,SENSOR DE TEMPERATURA,SENSORES,,KEMPARTS,KEM PARTS,CARAVAN%%% GRAND VOYAGER 3.3%%% 3.8 LTS. 6 CIL. (01-06)%%% CHARGER 5.7 LTS.,179,89.5,80.55,72.495,72.495,144.99,130.491,123.2415,119.544255,118.31184,117.079425,110.91735,,,
688,TW296,,,,,,,,,TX108,,,,,,,,,,,,,,,SENSOR DE TEMPERATURA,SENSORES,,KEMPARTS,KEM PARTS,TRAILBLAZER 4.2 LTS. 6 CIL. (04-05),205,102.5,92.25,83.025,83.025,166.05,149.445,141.1425,136.908225,135.4968,134.085375,127.02825,,,
689,141-432,,17110830,,,,,,,TH37,TPS113,14058,,,,,,,,,,,,,SENSOR DE POSICION DE ACELERADOR (TPS),SENSORES,,KEMPARTS,KEM PARTS,CELEBRITY%%% CENTURY%%% CUTLASS 2.8 LTS. 6 CIL. (87-88),685,342.5,308.25,277.425,277.425,554.85,499.365,471.6225,457.473825,452.7576,448.041375,424.46025,,,
690,141-439,,17083333,,,,,,,TH51,TPS121,14060,,,,,,,,,,,,,SENSOR DE POSICION DE ACELERADOR (TPS),SENSORES,,KEMPARTS,KEM PARTS,CELEBRITY 1989%%% 6 ICL.%%% 2.8 LTS. MPFI,443,221.5,199.35,179.415,179.415,358.83,322.947,305.0055,295.855335,292.80528,289.755225,274.50495,,,
691,141-996,,2262058Y00,,,,,,,TH123,TPS440,14996,,,,,,,,,,,,,SENSOR DE POSICION DE ACELERADOR (TPS),SENSORES,,KEMPARTS,KEM PARTS,SENTRA%%% TSURU III%%% TSUBAME 1.6 LTS. 4 CIL. (92-97),414,207,186.3,167.67,167.67,335.34,301.806,285.039,276.48783,273.63744,270.78705,256.5351,,,
692,141-608,,4605103,,,,,,,TH136,TPS316,14107,,,,,,,,,,,,,SENSOR DE POSICION DE ACELERADOR (TPS),SENSORES,,KEMPARTS,KEM PARTS,CHRYSLER CONCORDE%%% INTREPID%%% LEBARON%%% NEW YORKER%%% LH 3.5 LTS. 6 ,423,211.5,190.35,171.315,171.315,342.63,308.367,291.2355,282.498435,279.58608,276.673725,262.11195,,,
693,141-110,,4605128,,,,,,,TH144,TPS330,14110,,,,,,,,,,,,,SENSOR DE POSICION DE ACELERADOR (TPS),SENSORES,,KEMPARTS,KEM PARTS,CIRRUS 2.5 LTS. 6 CIL. (95-98),365,182.5,164.25,147.825,147.825,295.65,266.085,251.3025,243.763425,241.2504,238.737375,226.17225,,,
694,141-623,,4672026%%% 4762716,,,,,,,TH213%%% TH188,TPS323,14999,,,,,,,,,,,,,SENSOR DE POSICION DE ACELERADOR (TPS),SENSORES,,KEMPARTS,KEM PARTS,NEON%%%STRATUS (NO APLICA EN MOTOR DE DOBLE ARBOL DE LEVAS) (94-95),418,209,188.1,169.29,169.29,338.58,304.722,287.793,279.15921,276.28128,273.40335,259.0137,,,
695,143-421,,17061915,,,,,,,PR131,PRD3,21025,,,,,,,,,,,,,REGULADOR DE PRESION DE GASOLINA,BOMBA DE GASOLINA,,KEMPARTS,KEM PARTS,CHEVROLET BLAZER & MAXICAB T.B.I. SILHOUETTE T.B.I. 2.8%%% 3.1 LTS. ,228,114,102.6,92.34,92.34,184.68,166.212,156.978,152.26866,150.69888,149.1291,141.2802,,,
696,143-218,,F4SZ9C968A,,,,,,,PR162,PR207,21073%%% 21997,,,,,,,,,,,,,REGULADOR DE PRESION DE GASOLINA,BOMBA DE GASOLINA,,KEMPARTS,KEM PARTS,ESCORT 2.0 LTS. 4 CIL. (1997)%%% CONTOUR 2.5 LTS. 6 CIL. (95-97)%%% MYSTIQUE 2.5 LTS. 6 CIL. ,943,471.5,424.35,381.915,381.915,763.83,687.447,649.2555,629.777835,623.28528,616.792725,584.32995,,,
697,PS68,,C8AZ 9278 A,,,,,,,PS149,PS57,,,,,,,,,,,,,,BULBO DE PRESION DE ACEITE,LINEA MECANICA,,KEMPARTS,KEM PARTS,FORD CONTOUR 2.5 LTS. 6 CIL. (96-98).%%% ESCORT 2.0 LTS. 4 CIL. (97-02).%%% EXPLORER 4.0 ,82,41,36.9,33.21,33.21,66.42,59.778,56.457,54.76329,54.19872,53.63415,50.8113,,,
698,138-101,,25015107,,,,,,,SG5,SU100,,,,,,,,,,,,,,SENSOR DE OXIGENO (SONA LAMBDA),SENSORES,,KEMPARTS,KEM PARTS,CHEVY%%% CHEVY WAGON%%% MONZA%%% PICK-UP 1994-2003%%% 4 CIL.%%% 1.4%%%,448,224,201.6,181.44,181.44,362.88,326.592,308.448,299.19456,296.11008,293.0256,277.6032,,,
699,148-100,,,,,,,,,SK73,,,,,,,,,,,,,,,SENSOR DE DETONACION,SENSORES,,KEMPARTS,KEM PARTS,CAVALIER%%% PICK UP S-10  2.2 LTS. 4 CIL. (95-97),109,54.5,49.05,44.145,44.145,88.29,79.461,75.0465,72.795105,72.04464,71.294175,67.54185,,,
700,18029,,,,,,,,,,,,,,,,,,,,,,,,EMPAQUES,INYECTORES DE GASOLINA,,S/M,ALFONSO SANTILLAN,REPUESTO DE TBI ,145,,,,145,290,261,246.5,239.105,236.64,234.175,221.85,,,
701,FBC101,,,,,,,,,,,,,,,,,,,,,,,,INYECTOR,INYECTORES DE GASOLINA,,S/M,S/M,INYECTOR DE GASOLINA CADILLAC CAMARO 89/92  PONTIAC FIREBEP 92/89,400,,,,400,800,720,680,659.6,652.8,646,612,,,
702,037906031A,,,,,,,,,,,,,,,,,,,,,,,,INYECTOR,INYECTORES DE GASOLINA,,S/M,S/M,INYECTOR DE GASOLINA ,380.15,,,,380.15,760.3,684.27,646.255,626.86735,620.4048,613.94225,581.6295,,,
703,TJ35,,,,,,,,,TJ35,,,,,,,,,,,,,,,INYECTOR,INYECTORES DE GASOLINA,,S/M,S/M,INYECTOR DE GASOLINA FORD TAURUS 91/89 ,350,,,,350,700,630,595,577.15,571.2,565.25,535.5,,,
704,FJ337,,,,,,,,,FJ337,,,,,,,,,,,,,,,INYECTOR,INYECTORES DE GASOLINA,,S/M,S/M,Inyector de gasolina honda civic 1.6l 96-00; fj337,400,,,,400,800,720,680,659.6,652.8,646,612,,,
705,FJ1023,,,,,,,,,FJ1023,,,,,,,,,,,,,,,INYECTOR,INYECTORES DE GASOLINA,,S/M,S/M,INYECTOR DE GASOLINA CHEVROLET AVEO 06/08 PONTIAC G3 09 ,234,,,,234,468,421.2,397.8,385.866,381.888,377.91,358.02,,,
706,FJ19,,1660001Y00,,,,,,,FJ19,M382,15599,,,,,,,,,,,,,INYECTOR,INYECTORES DE GASOLINA,,S/M,S/M,Inyector de gasolina nissan tsuru iii gs [e16e] 8v 1.6l 93-96,430.12,,,,430.12,860.24,774.216,731.204,709.26788,701.95584,694.6438,658.0836,,,
707,FJ178,,,,,,,,,FJ178,,,,,,,,,,,,,,,INYECTOR,INYECTORES DE GASOLINA,,S/M,S/M,INYECTOR DE GASOLINA TOYOTA PASEO 99/95 ,400,,,,400,800,720,680,659.6,652.8,646,612,,,
708,FJ483,,4891573AA,,,,,,,FJ483,M1044,15889%%% 15843,,,,,,,,,,,,,INYECTOR,INYECTORES DE GASOLINA,,S/M,S/M,Inyector de combustible chrysler pt cruiser 2.4l 04-10; stratus%%% sebring 2.4l 04-06; neon%%% grand caravan 2.4l 04-05,350.5,,,,350.5,701,630.9,595.85,577.9745,572.016,566.0575,536.265,,,
709,FJ335,,,,,,,,,FJ335,,,,,,,,,,,,,,,INYECTOR,INYECTORES DE GASOLINA,,S/M,S/M,INYECTOR DE COMBUSTIBLE MAZDA 626 02/00 MAZDA PROTEGE 00/99 ,308,,,,308,616,554.4,523.6,507.892,502.656,497.42,471.24,,,
710,PC420,,,,,,,,,PC420,,,,,,,,,,,,,,,SENSOR DE POCISION DEL CIGÜEÑAL,SENSORES,,S/M,S/M,sensor cigüeñal liberty 3.7 lts 6 cil mpfi 02-04,185,,,,185,370,333,314.5,305.065,301.92,298.775,283.05,,,
711,PC440,,05269873AB,,,,,,,PC440,SU3334,22275,,,,,,,,,,,,,SENSOR DE POCISION DEL CIGÜEÑAL,SENSORES,,S/M,S/M,sensor  cigüeñal cirrus 2.4 03/06 neon 2.0 03/06 pt cruiser 03-08,185,,,,185,370,333,314.5,305.065,301.92,298.775,283.05,,,
712,PC460,,237315M010237316J90B,,,,,,,PC460,SU6516,,,,,,,,,,,,,,SENSOR DE POCISION DEL CIGÜEÑAL,SENSORES,,S/M,S/M,sensor de posicion cigüeñal sentra 1.8 00-04 altima 02-03 maxima 3.5 02-08 ,220,,,,220,440,396,374,362.78,359.04,355.3,336.6,,,
713,PC475,,4882251AB,,,,,,,PC475,SU3019,22021,,,,,,,,,,,,,SENSOR DE POCISION DEL CIGÜEÑAL,SENSORES,,S/M,S/M,sensor cigüeñal chrysler neon%%% stratus 97-06 caravan 97-07 voyager 97-03 pt cruiser 01-09,200,,,,200,400,360,340,329.8,326.4,323,306,,,
714,PC628,,06905161B,,,,,,,PC628,SU5401,22286,,,,,,,,,,,,,SENSOR DE POCISION DEL CIGÜEÑAL,SENSORES,,S/M,S/M,sensor cigüeñal jetta clasico 99-13 jetta 11-13 derby 00-02,270,,,,270,540,486,459,445.23,440.64,436.05,413.1,,,
715,PC700,,030907601E,,,,,,,PC700,SU9785,22266,,,,,,,,,,,,,SENSOR DE POCISION DEL CIGÜEÑAL,SENSORES,,S/M,S/M,A1  1.4 LTS. 4 CIL. (11-13)%%% A3  QUATTRO 3.2 LTS. 6 CIL. (06-08)%%% A8 QUATTRO 3.2 LTS.,430,,,,430,860,774,731,709.07,701.76,694.45,657.9,,,
716,PC111,,10230261%%% 24508215,,,,,,,PC111,SU194,22018,,,,,,,,,,,,,SENSOR DE POCISION DEL CIGÜEÑAL,SENSORES,,S/M,S/M,SKYLARK 3.1 LTS. 6 CIL. (94-98),1001,,,,1001,2002,1801.8,1701.7,1650.649,1633.632,1616.615,1531.53,,,
717,TH42,,17087653%%% 17106681,,,,,,,TH42,TPS112,14062,,,,,,,,,,,,,SENSOR DE POSICION DE ACELERADOR,SENSORES,,S/M,S/M,sensor tps cavalier celebrity%%% cutlass%%% century 89 -94,155,,,,155,310,279,263.5,255.595,252.96,250.325,237.15,,,
718,TH189,,4874371%%% 4874371AB,,,,,,,TH189,TPS324,,,,,,,,,,,,,,SENSOR DE POSICION DE ACELERADOR,SENSORES,,S/M,S/M,sensor tps sunfire malibu 95-99,250.7,,,,250.7,501.4,451.26,426.19,413.4043,409.1424,404.8805,383.571,,,
719,TH215,,4606197,,,,,,,TH215,TPS329,14989,,,,,,,,,,,,,SENSOR DE POSICION DE ACELERADOR,SENSORES,,S/M,S/M,Sensor de posicion de acelerador (tps) chrysler cirrus 2.5l 98-00%%% pt cruiser 2.4l 01-04,363,,,,363,726,653.4,617.1,598.587,592.416,586.245,555.39,,,
720,TH232,,2262073C00%%% 2262031U00,,,,,,,TH232,TPS474,14994,,,,,,,,,,,,,SENSOR DE POSICION DE ACELERADOR,SENSORES,,S/M,S/M,sensor tps chrysler neon strauts 2.0 95-99,344.5,,,,344.5,689,620.1,585.65,568.0805,562.224,556.3675,527.085,,,
721,TH408,,,,,,,,,TH408,,,,,,,,,,,,,,,SENSOR DE POSICION DE ACELERADOR,SENSORES,,S/M,S/M,sensor de posicion tps volvo v40-00-04,150,,,,150,300,270,255,247.35,244.8,242.25,229.5,,,
722,PR7,,4306015,,,,,,,PR7,PR306,21019,,,,,,,,,,,,,REGULADOR DE PRESION DE GASOLINA,BOMBA DE GASOLINA,,S/M,S/M,REGULADOR DE PRESION DE GASOLINA CHRYSLER DAYTONA SHADOW 87-88%%% 92-93,301.79,,,,301.79,603.58,543.222,513.043,497.65171,492.52128,487.39085,461.7387,,,
723,PR24,,5277829,,,,,,FP10046,PR24,PR320,21994,,,,,,,,,,,,,REGULADOR DE PRESION DE GASOLINA,BOMBA DE GASOLINA,,S/M,S/M,REGULADOR DE PRESION DE GASOLINA CHRYSLER CARAVAN VOYAGER INTREP 90-95,319.54,,,,319.54,639.08,575.172,543.218,526.92146,521.48928,516.0571,488.8962,,,
724,PR232,,F73Z9C968AA,,,,,,,PR232,PR224,,,,,,,,,,,,,,REGULADOR DE PRESION DE GASOLINA,BOMBA DE GASOLINA,,S/M,S/M,REGULADOR DE PRESION DE GASOLINA FORD CONTOUR MYSTIQUE 2.5L 98-00,568.34,,,,568.34,1136.68,1023.012,966.178,937.19266,927.53088,917.8691,869.5602,,,
725,PR84,,1516056B00,,,,,,,PR84,PR117,,,,,,,,,,,,,,REGULADOR DE PRESION DE GASOLINA,BOMBA DE GASOLINA,,S/M,S/M,REGULADOR DE PRESION DE GASOLINA GM TRACKER 1.6L 89-95 SIDEKICK 1.6L 89-95,292.49,,,,292.49,584.98,526.482,497.233,482.31601,477.34368,472.37135,447.5097,,,
726,TS477,,059919501A%%% 078919501C,,,,,,,TS477,SU5404,12302,,,,,,,,,,,,,SENSOR DE TEMPERATURA,SENSORES,,S/M,S/M,sensor temperatura vw golf jetta new beetle 98-09 passat 98-07 eurovan 99-03 negro ,275,,,,275,550,495,467.5,453.475,448.8,444.125,420.75,,,
727,TS133,,21595-36A00,,,,,,,TS133,SW525,,,,,,,,,,,,,,BULBO DE MOTOVENTILADOR,LINEA MECANICA,,S/M,S/M,Bulbo motoventilador 92c-82c 2ter,149.33,,,,149.33,298.66,268.794,253.861,246.24517,243.70656,241.16795,228.4749,,,
728,AMK004,,,,,,,,,,,,,,,,,,,,,,,,COLLARIN,LINEA MECANICA,,S/M,AUTOMOTIVE,COLLARIN  ,331.5,,,,331.5,663,596.7,563.55,546.6435,541.008,535.3725,507.195,,,
729,AMK003,,,,,,,,,,,,,,,,,,,,,,,,COLLARIN,LINEA MECANICA,,S/M,AUTOMOTIVE,COLLARIN  ,355.3,,,,355.3,710.6,639.54,604.01,585.8897,579.8496,573.8095,543.609,,,
730,AMK010,,,,,,,,,,,,,,,,,,,,,,,,COLLARIN,LINEA MECANICA,,S/M,AUTOMOTIVE,COLLARIN  ,316.2,,,,316.2,632.4,569.16,537.54,521.4138,516.0384,510.663,483.786,,,
731,F29A,,,,,,,,,,,,,,,,,,,,,,,,FLOTADOR,BOMBA DE GASOLINA,,S/M,AUTOMOTIVE,FLOTADOR,73.54,,,,73.54,147.08,132.372,125.018,121.26746,120.01728,118.7671,112.5162,,,
732,R43293,,,,,,,,,,,,,,,,,,,,,,,,FLOTADOR,BOMBA DE GASOLINA,,S/M,AUTOMOTIVE,FLOTADOR,53.72,,,,53.72,107.44,96.696,91.324,88.58428,87.67104,86.7578,82.1916,,,
733,SF0413,,,,,,,,,,,,,,,,,,,,,,,,SOPORTE,LINEA MECANICA,,S/M,AUTOMOTIVE,SOPORTE,22,,,,22,44,39.6,37.4,36.278,35.904,35.53,33.66,,,
734,S00525,,,,,,,,,,,,,,,,,,,,,,,,SOPORTE,LINEA MECANICA,,S/M,AUTOMOTIVE,SOPORTE,19,,,,19,38,34.2,32.3,31.331,31.008,30.685,29.07,,,
735,DM-1990= LX340,,1987465%%% 8104965410,,,,,,,LX340,DR140,,,,,,,,,,,,,,MODULO DE ENCENDIDO,SISTEMA DE ENCENDIDO,,TRANSPO,AUTOMOTIVE,MODULO DE IGNICION CHEVROLET 8 PUNTAS V8%%% V6,112.18,,,,112.18,224.36,201.924,190.706,184.98482,183.07776,181.1707,171.6354,,,
736,MC,,,,,,,,,,,,,,,,,,,,,,,,MANGUERA CORRUGADA,LINEA MECANICA,,S/M,AUTOMOTIVE,MANGUERA CORRUGADA,13.6,,,,13.6,27.2,24.48,23.12,22.4264,22.1952,21.964,20.808,,,
737,EFP8595,,,E8862M,,,,,,,,,,,,,,,,,,,,,BOMBA-REPUESTO-C/FILTRO,BOMBA DE GASOLINA,,US GLOBAL,IMPAYRE,REPUESTO DE BOMBA C/FILTRO NISSAN ARMADA%%% TITAN V8 5.6L 05-15%%% NV1500 V6 4.0L 12-14%%% NV2500%%% NV3500 V6%%% V8%%% 4.0L%%% 5.6L%%% 12-15,368,,,,368,736,662.4,625.6,606.832,600.576,594.32,563.04,,,
738,EFP8757,,,E9068M,,,,,,,,,,,,,,,,,,,,,BOMBA-REPUESTO-C/FILTRO,BOMBA DE GASOLINA,,US GLOBAL,IMPAYRE,REPUESTO DE BOMBA C/FILTRO LEXUS GX460 V8%%% 4.6L%%% 12-14%%% TOYOTA 4RUNNER V6%%% 4.0L%%% 10-15,417.4,,,,417.4,834.8,751.32,709.58,688.2926,681.1968,674.101,638.622,,,
739,EFP8586,,,,,,,,,,,,,,,,,,,,,,,,BOMBA-REPUESTO-C/FILTRO,BOMBA DE GASOLINA,,US GLOBAL,IMPAYRE,REPUESTO DE BOMBA C/FILTRO MAZDA 6 V6%%% 3.0L%%%03-08,368,,,,368,736,662.4,625.6,606.832,600.576,594.32,563.04,,,
740,EFP8838,,,,,,,,,,,,,,,,,,,,,,,,BOMBA-REPUESTO-C/FILTRO,BOMBA DE GASOLINA,,US GLOBAL,IMPAYRE,REPUESTO DE BOMBA C/FILTRO HONDA CIVIC 2.0L%%% 06-11,359,,,,359,718,646.2,610.3,591.991,585.888,579.785,549.27,,,
741,EFP8752,,,,,,,,,,,,,,,,,,,,,,,,BOMBA-REPUESTO-C/FILTRO,BOMBA DE GASOLINA,,US GLOBAL,IMPAYRE,REPUESTO DE BOMBA C/FILTRO NISSAN SENTRA 2.0L%%% 2.5L 07-12,389,,,,389,778,700.2,661.3,641.461,634.848,628.235,595.17,,,
742,EFP8805,,,,,,,,,,,,,,,,,,,,,,,,BOMBA-REPUESTO-C/FILTRO,BOMBA DE GASOLINA,,US GLOBAL,IMPAYRE,REPUESTO DE BOMBA C/FILTRO TOYOTA SEQUUOIA V8%%% 4.6L%%% 10-12%%% 5.7L%%% 08-15%%% TUNDRA V8%%% 4.6L%%% 10-14%%% 5.7L%%% 07-14,421,,,,421,842,757.8,715.7,694.229,687.072,679.915,644.13,,,
743,EFP9151,,,E9004M%%% E8805M,,,,,,,,,,,,,,,,,,,,,BOMBA-REPUESTO-C/FILTRO,BOMBA DE GASOLINA,,US GLOBAL,IMPAYRE,REPUESTO DE BOMBA C/FILTRO TOYOTA RAV4 2.5L%%% 09-15%%% SIENNA V6%%% 3.5L%%% 07-10,399,,,,399,798,718.2,678.3,657.951,651.168,644.385,610.47,,,
744,EFP8743,,,E8743M%%% E7200M,,,,,,,,,,,,,,,,,,,,,BOMBA-REPUESTO-C/FILTRO,BOMBA DE GASOLINA,,US GLOBAL,IMPAYRE,REPUESTO DE BOMBA C/FILTRO NISSAN FRONTIER  L4%%% V6%%% 4.0L%%% 05-14 JEEP TJ L4-2.4L%%% L6-4.0%%% 05-06%%% WRANGLER L4-2.4L%%% L6-4.0L%%% 05-06,445,,,,445,890,801,756.5,733.805,726.24,718.675,680.85,,,
745,EFP2545,,,E2572M%%% E2540M%%% E2587M%%% E2588M,,,,,,,,,,,,,,,,,,,,,BOMBA-REPUESTO-C/FILTRO,BOMBA DE GASOLINA,,US GLOBAL,IMPAYRE,REPUESTO DE BOMBA C/FILTRO FORD EXPEDITION V8%%% 5.4L%%% 10-14%%% E-150%%% E-250%%% V8%%% 4.6L%%% 09-10 E-350 SUPER DUTY%%% E-450 SUPER DUTY%%% V10%%% 6.8L%%% 09-10,491,,,,491,982,883.8,834.7,809.659,801.312,792.965,751.23,,,
746,EFP8855,,,,,,,,,,,,,,,,,,,,,,,,BOMBA-REPUESTO-C/FILTRO,BOMBA DE GASOLINA,,US GLOBAL,IMPAYRE,REPUESTO DE BOMBA C/FILTRO NISSAN TIDA 07-15%%% VERSA 07-12,345,,,,345,690,621,586.5,568.905,563.04,557.175,527.85,,,
747,EFP3756,,,E3756M%%% E3715M%%% ,,,,,,,,,,,,,,,,,,,,,BOMBA-REPUESTO-C/FILTRO,BOMBA DE GASOLINA,,US GLOBAL,IMPAYRE,REPUESTO DE BOMBA C/FILTRO PONTIAC GRAND PRIX V8%%% 5.3L%%% 08%%% CHEVROLET IMPALA V8%%% 5.3L%%% 08-09%%% HHR 2.2L%%% 06-08,345,,,,345,690,621,586.5,568.905,563.04,557.175,527.85,,,
748,EFP065,,,,,,,,,,,,,,,,,,,,,,,,BOMBA-REPUESTO-C/FILTRO,BOMBA DE GASOLINA,,US GLOBAL,IMPAYRE,REPUESTO DE BOMBA C/FILTRO NISSAN URVAN 2.4%%% 08-13,320,,,,320,640,576,544,527.68,522.24,516.8,489.6,,,
749,EFP4005,,,E4049M,,,,,,,,,,,,,,,,,,,,,BOMBA-REPUESTO-C/FILTRO,BOMBA DE GASOLINA,,US GLOBAL,IMPAYRE,REPUESTO DE BOMBA C/FILTRO CHEVROLET EXPRESS 1500 V6%%% 4.3L%%% 10-14%%% EXPRESS 2500%%% EXPRESS 3500 V8%%% 4.8L%%% 6.0L 10-14,749,,,,749,1498,1348.2,1273.3,1235.101,1222.368,1209.635,1145.97,,,
750,EFP8368,,,,,,,,,,,,,,,,,,,,,,,,BOMBA-REPUESTO-C/FILTRO,BOMBA DE GASOLINA,,US GLOBAL,IMPAYRE,REPUESTO DE BOMBA C/FILTRO AUDI A6 V6%%% 2.8L%%% 3.0L%%% 00-04%%% VW PASSAT V6%%% 1.8L%%% 2.8L%%% 98-05,390,,,,390,780,702,663,643.11,636.48,629.85,596.7,,,
751,EFP8427,,,,,,,,,,,,,,,,,,,,,,,,BOMBA-REPUESTO-C/FILTRO,BOMBA DE GASOLINA,,US GLOBAL,IMPAYRE,REPUESTO DE BOMBA C/FILTRO NISSAN SENTRA 1.8L%%% 00-01,342,,,,342,684,615.6,581.4,563.958,558.144,552.33,523.26,,,
752,EFP7220,,,,,,,,,,,,,,,,,,,,,,,,BOMBA-REPUESTO-C/FILTRO,BOMBA DE GASOLINA,,US GLOBAL,IMPAYRE,REPUESTO DE BOMBA C/FILTRO DODGE CALIBER 1.8L%%% 2.0L%%% 2.4L%%% 07-11%%% JEEP PATRIOT%%% COMPASS 2.0L%%% 2.4L%%% 07-13,425,,,,425,850,765,722.5,700.825,693.6,686.375,650.25,,,
753,EFP7218,,,,,,,,,,,,,,,,,,,,,,,,BOMBA-REPUESTO-C/FILTRO,BOMBA DE GASOLINA,,US GLOBAL,IMPAYRE,REPUESTO DE BOMBA C/FILTRO DODGE CALIBER 2.4L%%% 07-08%%% JEEP PATRIOT%%% COMPASS 2.4L%%% 07-14,419.5,,,,419.5,839,755.1,713.15,691.7555,684.624,677.4925,641.835,,,
754,J05,,,E2471,P74189,266E,,P-05,,,,,,,,,,,,,,,,,BOMBA-REPUESTO,BOMBA DE GASOLINA,,BOSCH,IMPAYRE,REPUESTO DE BOMBA DE GASOLINA FORD PICK UP`S 96-00 VAN`S 97-03%%% EXPLORER 95-01%%% RANGER 98-01 GD MARQUIS 92-03 BOSCH ,180,,,,180,360,324,306,296.82,293.76,290.7,275.4,,,
755,J05P,,1S6U9H307AD,,,8225E,,P-05,,,,,,,,,,,,,,,,,BOMBA-REPUESTO,BOMBA DE GASOLINA,,BOSCH,IMPAYRE,REPUESTO DE BOMBA DE GASOLINA FORD ECOSPORT 2.0L 04-09%%% FIESTA%%% IKON 2.0L 03-09 MARCA BOSCH ,180,,,,180,360,324,306,296.82,293.76,290.7,275.4,,,
756,2157,,,E2157,P74172,267E,,P-2157K,,,,,,,,,,,,,,,,,BOMBA-REPUESTO,BOMBA DE GASOLINA,,MOTORCRAFT,IMPAYRE,REPUESTO DE BOMBA DE GASOLINA FORD VAN E SERIES V6%%%V8%%%V10 97-03%%% EXPLORER V6%%%V8%%% 95-03%%% RANGER V6%%% 98-01%%% CROWN VICTORIA 94-02 MOTORCRAFT,178,,,,178,356,320.4,302.6,293.522,290.496,287.47,272.34,,,
